id,input,expected_output
771,"Sophia, Emily, Olivia, and Robert participated in a chess tournament. The internet connection failed several times. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
772,"Michael visited Robert along with James. Later, Olivia arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
773,Michael and Sophia adopted Olivia years ago. Many mistakenly believe they are their nephew. The train arrived twenty minutes late.,"{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
774,Olivia and Emily adopted Michael years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}], ""birthdates"": []}"
775,"Anna was born on 05/12/1980. They are married to Sophia. Their child Emily was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Sarah is the sibling of Anna.","{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Anna"", ""predicate"": ""[SIBLING]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[SIBLING]"", ""object"": ""Anna""}], ""birthdates"": [{""entity"": ""Anna"", ""date"": ""05/12/1980""}, {""entity"": ""Emily"", ""date"": ""02/08/2010""}]}"
776,"Olivia was born on 05/12/1980. They are married to Thomas. Their child Sophia was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Michael is the sibling of Olivia.","{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}], ""birthdates"": [{""entity"": ""Olivia"", ""date"": ""05/12/1980""}, {""entity"": ""Sophia"", ""date"": ""02/08/2010""}]}"
777,Laura and Sophia adopted Michael years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"{""relationships"": [{""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
778,Laura and David adopted James years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"{""relationships"": [{""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""David""}], ""birthdates"": []}"
779,Sarah was born on 05/12/1980. They are married to Anna. Their child Robert was born on 02/08/2010. The internet connection failed several times. James is the sibling of Sarah.,"{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Sarah"", ""predicate"": ""[SIBLING]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SIBLING]"", ""object"": ""Sarah""}], ""birthdates"": [{""entity"": ""Sarah"", ""date"": ""05/12/1980""}, {""entity"": ""Robert"", ""date"": ""02/08/2010""}]}"
780,"Olivia visited Sarah along with Sophia. Later, Michael arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
781,"Laura, James, Sarah, and Jonathan participated in a chess tournament. The train arrived twenty minutes late. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
782,James and Sophia adopted Sarah years ago. Many mistakenly believe they are their nephew. The train arrived twenty minutes late.,"{""relationships"": [{""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""James""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
783,Robert and Emily adopted Anna years ago. Many mistakenly believe they are their nephew. They also bought a new printer for the office.,"{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}], ""birthdates"": []}"
784,Sophia is hitched to Sarah. Their kid Michael had a bday yesterday. They also bought a new printer for the office.,"{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}], ""birthdates"": []}"
785,Sarah and Laura adopted Robert years ago. Many mistakenly believe they are their nephew. The team lost three consecutive matches.,"{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}], ""birthdates"": []}"
786,"Michael and Sophia celebrated the birthday of their daughter Jonathan. She received many gifts. The conference lasted for more than four hours. Emily, Sophia's sister, also attended.","{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SIBLING]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[SIBLING]"", ""object"": ""Sophia""}], ""birthdates"": []}"
787,"Sarah, Olivia, Emily, and James participated in a chess tournament. Sometimes they write messages with spelling mistakes. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
788,Emily and Thomas adopted James years ago. Many mistakenly believe they are their nephew. The team lost three consecutive matches.,"{""relationships"": [{""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}], ""birthdates"": []}"
789,"Robert, Sarah, James, and Laura participated in a chess tournament. The train arrived twenty minutes late. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
790,"Robert visited David along with James. Later, Jonathan arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
791,"Robert was previously married to Jonathan, but currently lives with James. David is the child of Robert and Jonathan. The temperature reached 34 degrees during the afternoon.","{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}], ""birthdates"": []}"
792,Sarah was born on 05/12/1980. They are married to James. Their child Laura was born on 02/08/2010. They also bought a new printer for the office. Olivia is the sibling of Sarah.,"{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""James""}, {""subject"": ""Sarah"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Sarah""}], ""birthdates"": [{""entity"": ""Sarah"", ""date"": ""05/12/1980""}, {""entity"": ""Laura"", ""date"": ""02/08/2010""}]}"
793,Sophia is hitched to Michael. Their kid David had a bday yesterday. The train arrived twenty minutes late.,"{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}], ""birthdates"": []}"
794,Anna is hitched to Jonathan. Their kid Sarah had a bday yesterday. Sometimes they write messages with spelling mistakes.,"{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}], ""birthdates"": []}"
795,David and James adopted Michael years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""James""}], ""birthdates"": []}"
796,James was born on 05/12/1980. They are married to Jonathan. Their child Emily was born on 02/08/2010. The internet connection failed several times. Laura is the sibling of James.,"{""relationships"": [{""subject"": ""James"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""James""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""James"", ""predicate"": ""[SIBLING]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SIBLING]"", ""object"": ""James""}], ""birthdates"": [{""entity"": ""James"", ""date"": ""05/12/1980""}, {""entity"": ""Emily"", ""date"": ""02/08/2010""}]}"
797,"Robert, James, Sophia, and Laura participated in a chess tournament. Sometimes they write messages with spelling mistakes. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
798,"Jonathan and Olivia celebrated the birthday of their daughter Michael. She received many gifts. Nobody really liked the movie they watched on Saturday. Laura, Olivia's sister, also attended.","{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}], ""birthdates"": []}"
799,Sarah is hitched to Jonathan. Their kid James had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}], ""birthdates"": []}"
800,David was born on 05/12/1980. They are married to Emily. Their child Olivia was born on 02/08/2010. The conference lasted for more than four hours. Jonathan is the sibling of David.,"{""relationships"": [{""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}, {""subject"": ""David"", ""predicate"": ""[SIBLING]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SIBLING]"", ""object"": ""David""}], ""birthdates"": [{""entity"": ""David"", ""date"": ""05/12/1980""}, {""entity"": ""Olivia"", ""date"": ""02/08/2010""}]}"
801,Anna and Laura adopted Robert years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}], ""birthdates"": []}"
802,"James visited Olivia along with Michael. Later, Robert arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
803,"Michael and Olivia celebrated the birthday of their daughter Sarah. She received many gifts. No one remembered where the keys were. Jonathan, Olivia's sister, also attended.","{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}], ""birthdates"": []}"
804,Anna is hitched to Michael. Their kid Laura had a bday yesterday. The internet connection failed several times.,"{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}], ""birthdates"": []}"
805,Jonathan is hitched to James. Their kid Sarah had a bday yesterday. The internet connection failed several times.,"{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""James""}], ""birthdates"": []}"
806,Sophia is hitched to Olivia. Their kid Thomas had a bday yesterday. The team lost three consecutive matches.,"{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}], ""birthdates"": []}"
807,Olivia is hitched to Robert. Their kid Sarah had a bday yesterday. The train arrived twenty minutes late.,"{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}], ""birthdates"": []}"
808,"David, Laura, Sarah, and Thomas participated in a chess tournament. Nobody really liked the movie they watched on Saturday. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
809,"Michael, Jonathan, Sarah, and David participated in a chess tournament. They also bought a new printer for the office. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
810,"Sarah and Laura celebrated the birthday of their daughter Sophia. She received many gifts. Nobody really liked the movie they watched on Saturday. Olivia, Laura's sister, also attended.","{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Laura""}], ""birthdates"": []}"
811,Robert is hitched to Anna. Their kid James had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}], ""birthdates"": []}"
812,"Emily was previously married to David, but currently lives with Anna. Robert is the child of Emily and David. The temperature reached 34 degrees during the afternoon.","{""relationships"": [{""subject"": ""Emily"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""David""}], ""birthdates"": []}"
813,"Olivia was previously married to Robert, but currently lives with Sarah. Emily is the child of Olivia and Robert. By the way, the price of oranges went up quite a bit this year.","{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}], ""birthdates"": []}"
814,Michael is hitched to Thomas. Their kid Sarah had a bday yesterday. No one remembered where the keys were.,"{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[SPOUSE]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SPOUSE]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}], ""birthdates"": []}"
815,"Robert visited Jonathan along with Sophia. Later, Laura arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
816,David is hitched to Sophia. Their kid Michael had a bday yesterday. The train arrived twenty minutes late.,"{""relationships"": [{""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
817,David is hitched to Olivia. Their kid Michael had a bday yesterday. Nobody really liked the movie they watched on Saturday.,"{""relationships"": [{""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}], ""birthdates"": []}"
818,Sarah is hitched to David. Their kid Emily had a bday yesterday. The train arrived twenty minutes late.,"{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""David""}], ""birthdates"": []}"
819,Olivia is hitched to Thomas. Their kid Emily had a bday yesterday. The train arrived twenty minutes late.,"{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}], ""birthdates"": []}"
820,"Sarah and Michael celebrated the birthday of their daughter Emily. She received many gifts. The conference lasted for more than four hours. James, Michael's sister, also attended.","{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}], ""birthdates"": []}"
