id,input,expected_output
718,"Sophia visited James along with Thomas. Later, Laura arrived. It was unclear if there was any kinship.",
719,Michael was born on 05/12/1980. They are married to Sarah. Their child Anna was born on 02/08/2010. The temperature reached 34 degrees during the afternoon. David is the sibling of Michael.,"Michael ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Anna
Sarah ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Michael
Anna ---> [PARENT] ---> Sarah
Michael ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Michael
Michael ---> [BIRTHDATE] ---> 05/12/1980
Anna ---> [BIRTHDATE] ---> 02/08/2010"
720,"James was previously married to David, but currently lives with Thomas. Olivia is the child of James and David. The train arrived twenty minutes late.","James ---> [SPOUSE] ---> David
David ---> [SPOUSE] ---> James
James ---> [CHILD] ---> Olivia
David ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> James
Olivia ---> [PARENT] ---> David"
721,"Sophia visited Thomas along with Anna. Later, Emily arrived. It was unclear if there was any kinship.",
722,"Laura and Anna celebrated the birthday of their daughter Robert. She received many gifts. The train arrived twenty minutes late. David, Anna's sister, also attended.","Laura ---> [CHILD] ---> Robert
Anna ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Laura
Robert ---> [PARENT] ---> Anna
Anna ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Anna"
723,James was born on 05/12/1980. They are married to Sarah. Their child Robert was born on 02/08/2010. They also bought a new printer for the office. Emily is the sibling of James.,"James ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> James
James ---> [CHILD] ---> Robert
Sarah ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> James
Robert ---> [PARENT] ---> Sarah
James ---> [SIBLING] ---> Emily
Emily ---> [SIBLING] ---> James
James ---> [BIRTHDATE] ---> 05/12/1980
Robert ---> [BIRTHDATE] ---> 02/08/2010"
724,"Sarah and Thomas celebrated the birthday of their daughter Anna. She received many gifts. The conference lasted for more than four hours. James, Thomas's sister, also attended.","Sarah ---> [CHILD] ---> Anna
Thomas ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Sarah
Anna ---> [PARENT] ---> Thomas
Thomas ---> [SIBLING] ---> James
James ---> [SIBLING] ---> Thomas"
725,"Michael and Sophia celebrated the birthday of their daughter James. She received many gifts. Sometimes they write messages with spelling mistakes. David, Sophia's sister, also attended.","Michael ---> [CHILD] ---> James
Sophia ---> [CHILD] ---> James
James ---> [PARENT] ---> Michael
James ---> [PARENT] ---> Sophia
Sophia ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Sophia"
726,Sophia is hitched to David. Their kid Michael had a bday yesterday. The conference lasted for more than four hours.,"Sophia ---> [SPOUSE] ---> David
David ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Michael
David ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Sophia
Michael ---> [PARENT] ---> David"
727,David was born on 05/12/1980. They are married to Michael. Their child Emily was born on 02/08/2010. Sometimes they write messages with spelling mistakes. Laura is the sibling of David.,"David ---> [SPOUSE] ---> Michael
Michael ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Emily
Michael ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> David
Emily ---> [PARENT] ---> Michael
David ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> David
David ---> [BIRTHDATE] ---> 05/12/1980
Emily ---> [BIRTHDATE] ---> 02/08/2010"
728,Robert is hitched to Michael. Their kid Sophia had a bday yesterday. No one remembered where the keys were.,"Robert ---> [SPOUSE] ---> Michael
Michael ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Sophia
Michael ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Robert
Sophia ---> [PARENT] ---> Michael"
729,Anna is hitched to Emily. Their kid James had a bday yesterday. The internet connection failed several times.,"Anna ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Anna
Anna ---> [CHILD] ---> James
Emily ---> [CHILD] ---> James
James ---> [PARENT] ---> Anna
James ---> [PARENT] ---> Emily"
730,Thomas and Sarah adopted Olivia years ago. Many mistakenly believe they are their nephew. Nobody really liked the movie they watched on Saturday.,"Thomas ---> [CHILD] ---> Olivia
Sarah ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> Thomas
Olivia ---> [PARENT] ---> Sarah"
731,"James visited Robert along with David. Later, Laura arrived. It was unclear if there was any kinship.",
732,"Sarah was previously married to Sophia, but currently lives with Emily. David is the child of Sarah and Sophia. Nobody really liked the movie they watched on Saturday.","Sarah ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> David
Sophia ---> [CHILD] ---> David
David ---> [PARENT] ---> Sarah
David ---> [PARENT] ---> Sophia"
733,"Laura, Sarah, David, and Emily participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.",
734,"James and Laura celebrated the birthday of their daughter Thomas. She received many gifts. Nobody really liked the movie they watched on Saturday. Robert, Laura's sister, also attended.","James ---> [CHILD] ---> Thomas
Laura ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> James
Thomas ---> [PARENT] ---> Laura
Laura ---> [SIBLING] ---> Robert
Robert ---> [SIBLING] ---> Laura"
735,Jonathan was born on 05/12/1980. They are married to James. Their child Thomas was born on 02/08/2010. The conference lasted for more than four hours. Laura is the sibling of Jonathan.,"Jonathan ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Thomas
James ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Jonathan
Thomas ---> [PARENT] ---> James
Jonathan ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Jonathan
Jonathan ---> [BIRTHDATE] ---> 05/12/1980
Thomas ---> [BIRTHDATE] ---> 02/08/2010"
736,David and Michael adopted Jonathan years ago. Many mistakenly believe they are their nephew. The internet connection failed several times.,"David ---> [CHILD] ---> Jonathan
Michael ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> David
Jonathan ---> [PARENT] ---> Michael"
737,Sarah is hitched to Laura. Their kid David had a bday yesterday. No one remembered where the keys were.,"Sarah ---> [SPOUSE] ---> Laura
Laura ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> David
Laura ---> [CHILD] ---> David
David ---> [PARENT] ---> Sarah
David ---> [PARENT] ---> Laura"
738,"Sophia, Olivia, Thomas, and Sarah participated in a chess tournament. By the way, the price of oranges went up quite a bit this year. No family relationship was indicated.",
739,"Sophia visited James along with Olivia. Later, Laura arrived. It was unclear if there was any kinship.",
740,Olivia and Emily adopted Michael years ago. Many mistakenly believe they are their nephew. The team lost three consecutive matches.,"Olivia ---> [CHILD] ---> Michael
Emily ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Olivia
Michael ---> [PARENT] ---> Emily"
741,Sarah is hitched to Emily. Their kid Robert had a bday yesterday. They also bought a new printer for the office.,"Sarah ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> Robert
Emily ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Sarah
Robert ---> [PARENT] ---> Emily"
742,Sophia was born on 05/12/1980. They are married to Emily. Their child Thomas was born on 02/08/2010. Sometimes they write messages with spelling mistakes. David is the sibling of Sophia.,"Sophia ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Thomas
Emily ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Sophia
Thomas ---> [PARENT] ---> Emily
Sophia ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Sophia
Sophia ---> [BIRTHDATE] ---> 05/12/1980
Thomas ---> [BIRTHDATE] ---> 02/08/2010"
743,Michael is hitched to Robert. Their kid Laura had a bday yesterday. Nobody really liked the movie they watched on Saturday.,"Michael ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Laura
Robert ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Michael
Laura ---> [PARENT] ---> Robert"
744,"Emily visited Sarah along with Anna. Later, Thomas arrived. It was unclear if there was any kinship.",
745,Emily is hitched to James. Their kid Michael had a bday yesterday. No one remembered where the keys were.,"Emily ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Emily
Emily ---> [CHILD] ---> Michael
James ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Emily
Michael ---> [PARENT] ---> James"
746,James and Michael adopted Sophia years ago. Many mistakenly believe they are their nephew. The team lost three consecutive matches.,"James ---> [CHILD] ---> Sophia
Michael ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> James
Sophia ---> [PARENT] ---> Michael"
747,Thomas and Anna adopted Michael years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"Thomas ---> [CHILD] ---> Michael
Anna ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Thomas
Michael ---> [PARENT] ---> Anna"
748,Anna is hitched to James. Their kid David had a bday yesterday. The conference lasted for more than four hours.,"Anna ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Anna
Anna ---> [CHILD] ---> David
James ---> [CHILD] ---> David
David ---> [PARENT] ---> Anna
David ---> [PARENT] ---> James"
749,Emily and Laura adopted Robert years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"Emily ---> [CHILD] ---> Robert
Laura ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Emily
Robert ---> [PARENT] ---> Laura"
750,Sarah and Emily adopted Robert years ago. Many mistakenly believe they are their nephew. The train arrived twenty minutes late.,"Sarah ---> [CHILD] ---> Robert
Emily ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Sarah
Robert ---> [PARENT] ---> Emily"
751,"Michael and Olivia celebrated the birthday of their daughter Robert. She received many gifts. The temperature reached 34 degrees during the afternoon. Sophia, Olivia's sister, also attended.","Michael ---> [CHILD] ---> Robert
Olivia ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Michael
Robert ---> [PARENT] ---> Olivia
Olivia ---> [SIBLING] ---> Sophia
Sophia ---> [SIBLING] ---> Olivia"
752,Anna is hitched to Emily. Their kid Laura had a bday yesterday. The team lost three consecutive matches.,"Anna ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Anna
Anna ---> [CHILD] ---> Laura
Emily ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Anna
Laura ---> [PARENT] ---> Emily"
753,"Olivia was previously married to Jonathan, but currently lives with Sophia. Thomas is the child of Olivia and Jonathan. The team lost three consecutive matches.","Olivia ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Thomas
Jonathan ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Olivia
Thomas ---> [PARENT] ---> Jonathan"
754,Sophia was born on 05/12/1980. They are married to Anna. Their child Robert was born on 02/08/2010. The team lost three consecutive matches. Laura is the sibling of Sophia.,"Sophia ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Robert
Anna ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Sophia
Robert ---> [PARENT] ---> Anna
Sophia ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Sophia
Sophia ---> [BIRTHDATE] ---> 05/12/1980
Robert ---> [BIRTHDATE] ---> 02/08/2010"
755,"Olivia, Sarah, Laura, and Michael participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.",
756,Laura is hitched to Emily. Their kid James had a bday yesterday. They also bought a new printer for the office.,"Laura ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Laura
Laura ---> [CHILD] ---> James
Emily ---> [CHILD] ---> James
James ---> [PARENT] ---> Laura
James ---> [PARENT] ---> Emily"
757,Thomas was born on 05/12/1980. They are married to Robert. Their child Michael was born on 02/08/2010. No one remembered where the keys were. David is the sibling of Thomas.,"Thomas ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Michael
Robert ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Thomas
Michael ---> [PARENT] ---> Robert
Thomas ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Thomas
Thomas ---> [BIRTHDATE] ---> 05/12/1980
Michael ---> [BIRTHDATE] ---> 02/08/2010"
758,Sarah and Thomas adopted Laura years ago. Many mistakenly believe they are their nephew. They also bought a new printer for the office.,"Sarah ---> [CHILD] ---> Laura
Thomas ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Sarah
Laura ---> [PARENT] ---> Thomas"
759,Sarah was born on 05/12/1980. They are married to Thomas. Their child David was born on 02/08/2010. The team lost three consecutive matches. Emily is the sibling of Sarah.,"Sarah ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> David
Thomas ---> [CHILD] ---> David
David ---> [PARENT] ---> Sarah
David ---> [PARENT] ---> Thomas
Sarah ---> [SIBLING] ---> Emily
Emily ---> [SIBLING] ---> Sarah
Sarah ---> [BIRTHDATE] ---> 05/12/1980
David ---> [BIRTHDATE] ---> 02/08/2010"
760,David and Emily adopted Anna years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"David ---> [CHILD] ---> Anna
Emily ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> David
Anna ---> [PARENT] ---> Emily"
761,"Robert and Anna celebrated the birthday of their daughter Thomas. She received many gifts. The internet connection failed several times. Sophia, Anna's sister, also attended.","Robert ---> [CHILD] ---> Thomas
Anna ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Robert
Thomas ---> [PARENT] ---> Anna
Anna ---> [SIBLING] ---> Sophia
Sophia ---> [SIBLING] ---> Anna"
762,"Thomas visited James along with Laura. Later, Sophia arrived. It was unclear if there was any kinship.",
763,"Thomas and Emily celebrated the birthday of their daughter Sarah. She received many gifts. The internet connection failed several times. Olivia, Emily's sister, also attended.","Thomas ---> [CHILD] ---> Sarah
Emily ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Thomas
Sarah ---> [PARENT] ---> Emily
Emily ---> [SIBLING] ---> Olivia
Olivia ---> [SIBLING] ---> Emily"
764,"David was previously married to Robert, but currently lives with Jonathan. Olivia is the child of David and Robert. The temperature reached 34 degrees during the afternoon.","David ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Olivia
Robert ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> David
Olivia ---> [PARENT] ---> Robert"
765,"Emily was previously married to Jonathan, but currently lives with James. Sarah is the child of Emily and Jonathan. Sometimes they write messages with spelling mistakes.","Emily ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Emily
Emily ---> [CHILD] ---> Sarah
Jonathan ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Emily
Sarah ---> [PARENT] ---> Jonathan"
766,"Emily, Thomas, Olivia, and James participated in a chess tournament. The conference lasted for more than four hours. No family relationship was indicated.",
767,"Thomas was born on 05/12/1980. They are married to Laura. Their child Sophia was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. James is the sibling of Thomas.","Thomas ---> [SPOUSE] ---> Laura
Laura ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Sophia
Laura ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Thomas
Sophia ---> [PARENT] ---> Laura
Thomas ---> [SIBLING] ---> James
James ---> [SIBLING] ---> Thomas
Thomas ---> [BIRTHDATE] ---> 05/12/1980
Sophia ---> [BIRTHDATE] ---> 02/08/2010"
768,"David, Olivia, Michael, and Sophia participated in a chess tournament. The internet connection failed several times. No family relationship was indicated.",
769,Michael was born on 05/12/1980. They are married to Thomas. Their child Sophia was born on 02/08/2010. Nobody really liked the movie they watched on Saturday. Robert is the sibling of Michael.,"Michael ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Sophia
Thomas ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Michael
Sophia ---> [PARENT] ---> Thomas
Michael ---> [SIBLING] ---> Robert
Robert ---> [SIBLING] ---> Michael
Michael ---> [BIRTHDATE] ---> 05/12/1980
Sophia ---> [BIRTHDATE] ---> 02/08/2010"
770,"David was previously married to Thomas, but currently lives with Michael. Sophia is the child of David and Thomas. By the way, the price of oranges went up quite a bit this year.","David ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Sophia
Thomas ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> David
Sophia ---> [PARENT] ---> Thomas"
771,"Sophia, Emily, Olivia, and Robert participated in a chess tournament. The internet connection failed several times. No family relationship was indicated.",
772,"Michael visited Robert along with James. Later, Olivia arrived. It was unclear if there was any kinship.",
773,Michael and Sophia adopted Olivia years ago. Many mistakenly believe they are their nephew. The train arrived twenty minutes late.,"Michael ---> [CHILD] ---> Olivia
Sophia ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> Michael
Olivia ---> [PARENT] ---> Sophia"
774,Olivia and Emily adopted Michael years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"Olivia ---> [CHILD] ---> Michael
Emily ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Olivia
Michael ---> [PARENT] ---> Emily"
775,"Anna was born on 05/12/1980. They are married to Sophia. Their child Emily was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Sarah is the sibling of Anna.","Anna ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> Anna
Anna ---> [CHILD] ---> Emily
Sophia ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Anna
Emily ---> [PARENT] ---> Sophia
Anna ---> [SIBLING] ---> Sarah
Sarah ---> [SIBLING] ---> Anna
Anna ---> [BIRTHDATE] ---> 05/12/1980
Emily ---> [BIRTHDATE] ---> 02/08/2010"
776,"Olivia was born on 05/12/1980. They are married to Thomas. Their child Sophia was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Michael is the sibling of Olivia.","Olivia ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Sophia
Thomas ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Olivia
Sophia ---> [PARENT] ---> Thomas
Olivia ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> Olivia
Olivia ---> [BIRTHDATE] ---> 05/12/1980
Sophia ---> [BIRTHDATE] ---> 02/08/2010"
777,Laura and Sophia adopted Michael years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"Laura ---> [CHILD] ---> Michael
Sophia ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Laura
Michael ---> [PARENT] ---> Sophia"
778,Laura and David adopted James years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"Laura ---> [CHILD] ---> James
David ---> [CHILD] ---> James
James ---> [PARENT] ---> Laura
James ---> [PARENT] ---> David"
779,Sarah was born on 05/12/1980. They are married to Anna. Their child Robert was born on 02/08/2010. The internet connection failed several times. James is the sibling of Sarah.,"Sarah ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> Robert
Anna ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Sarah
Robert ---> [PARENT] ---> Anna
Sarah ---> [SIBLING] ---> James
James ---> [SIBLING] ---> Sarah
Sarah ---> [BIRTHDATE] ---> 05/12/1980
Robert ---> [BIRTHDATE] ---> 02/08/2010"
780,"Olivia visited Sarah along with Sophia. Later, Michael arrived. It was unclear if there was any kinship.",
781,"Laura, James, Sarah, and Jonathan participated in a chess tournament. The train arrived twenty minutes late. No family relationship was indicated.",
782,James and Sophia adopted Sarah years ago. Many mistakenly believe they are their nephew. The train arrived twenty minutes late.,"James ---> [CHILD] ---> Sarah
Sophia ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> James
Sarah ---> [PARENT] ---> Sophia"
783,Robert and Emily adopted Anna years ago. Many mistakenly believe they are their nephew. They also bought a new printer for the office.,"Robert ---> [CHILD] ---> Anna
Emily ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Robert
Anna ---> [PARENT] ---> Emily"
784,Sophia is hitched to Sarah. Their kid Michael had a bday yesterday. They also bought a new printer for the office.,"Sophia ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Michael
Sarah ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Sophia
Michael ---> [PARENT] ---> Sarah"
785,Sarah and Laura adopted Robert years ago. Many mistakenly believe they are their nephew. The team lost three consecutive matches.,"Sarah ---> [CHILD] ---> Robert
Laura ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Sarah
Robert ---> [PARENT] ---> Laura"
786,"Michael and Sophia celebrated the birthday of their daughter Jonathan. She received many gifts. The conference lasted for more than four hours. Emily, Sophia's sister, also attended.","Michael ---> [CHILD] ---> Jonathan
Sophia ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Michael
Jonathan ---> [PARENT] ---> Sophia
Sophia ---> [SIBLING] ---> Emily
Emily ---> [SIBLING] ---> Sophia"
787,"Sarah, Olivia, Emily, and James participated in a chess tournament. Sometimes they write messages with spelling mistakes. No family relationship was indicated.",
788,Emily and Thomas adopted James years ago. Many mistakenly believe they are their nephew. The team lost three consecutive matches.,"Emily ---> [CHILD] ---> James
Thomas ---> [CHILD] ---> James
James ---> [PARENT] ---> Emily
James ---> [PARENT] ---> Thomas"
789,"Robert, Sarah, James, and Laura participated in a chess tournament. The train arrived twenty minutes late. No family relationship was indicated.",
790,"Robert visited David along with James. Later, Jonathan arrived. It was unclear if there was any kinship.",
791,"Robert was previously married to Jonathan, but currently lives with James. David is the child of Robert and Jonathan. The temperature reached 34 degrees during the afternoon.","Robert ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> David
Jonathan ---> [CHILD] ---> David
David ---> [PARENT] ---> Robert
David ---> [PARENT] ---> Jonathan"
792,Sarah was born on 05/12/1980. They are married to James. Their child Laura was born on 02/08/2010. They also bought a new printer for the office. Olivia is the sibling of Sarah.,"Sarah ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> Laura
James ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Sarah
Laura ---> [PARENT] ---> James
Sarah ---> [SIBLING] ---> Olivia
Olivia ---> [SIBLING] ---> Sarah
Sarah ---> [BIRTHDATE] ---> 05/12/1980
Laura ---> [BIRTHDATE] ---> 02/08/2010"
793,Sophia is hitched to Michael. Their kid David had a bday yesterday. The train arrived twenty minutes late.,"Sophia ---> [SPOUSE] ---> Michael
Michael ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> David
Michael ---> [CHILD] ---> David
David ---> [PARENT] ---> Sophia
David ---> [PARENT] ---> Michael"
794,Anna is hitched to Jonathan. Their kid Sarah had a bday yesterday. Sometimes they write messages with spelling mistakes.,"Anna ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Anna
Anna ---> [CHILD] ---> Sarah
Jonathan ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Anna
Sarah ---> [PARENT] ---> Jonathan"
795,David and James adopted Michael years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"David ---> [CHILD] ---> Michael
James ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> David
Michael ---> [PARENT] ---> James"
796,James was born on 05/12/1980. They are married to Jonathan. Their child Emily was born on 02/08/2010. The internet connection failed several times. Laura is the sibling of James.,"James ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> James
James ---> [CHILD] ---> Emily
Jonathan ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> James
Emily ---> [PARENT] ---> Jonathan
James ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> James
James ---> [BIRTHDATE] ---> 05/12/1980
Emily ---> [BIRTHDATE] ---> 02/08/2010"
797,"Robert, James, Sophia, and Laura participated in a chess tournament. Sometimes they write messages with spelling mistakes. No family relationship was indicated.",
798,"Jonathan and Olivia celebrated the birthday of their daughter Michael. She received many gifts. Nobody really liked the movie they watched on Saturday. Laura, Olivia's sister, also attended.","Jonathan ---> [CHILD] ---> Michael
Olivia ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Jonathan
Michael ---> [PARENT] ---> Olivia
Olivia ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Olivia"
799,Sarah is hitched to Jonathan. Their kid James had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"Sarah ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> James
Jonathan ---> [CHILD] ---> James
James ---> [PARENT] ---> Sarah
James ---> [PARENT] ---> Jonathan"
800,David was born on 05/12/1980. They are married to Emily. Their child Olivia was born on 02/08/2010. The conference lasted for more than four hours. Jonathan is the sibling of David.,"David ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Olivia
Emily ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> David
Olivia ---> [PARENT] ---> Emily
David ---> [SIBLING] ---> Jonathan
Jonathan ---> [SIBLING] ---> David
David ---> [BIRTHDATE] ---> 05/12/1980
Olivia ---> [BIRTHDATE] ---> 02/08/2010"
801,Anna and Laura adopted Robert years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"Anna ---> [CHILD] ---> Robert
Laura ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Anna
Robert ---> [PARENT] ---> Laura"
802,"James visited Olivia along with Michael. Later, Robert arrived. It was unclear if there was any kinship.",
803,"Michael and Olivia celebrated the birthday of their daughter Sarah. She received many gifts. No one remembered where the keys were. Jonathan, Olivia's sister, also attended.","Michael ---> [CHILD] ---> Sarah
Olivia ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Michael
Sarah ---> [PARENT] ---> Olivia
Olivia ---> [SIBLING] ---> Jonathan
Jonathan ---> [SIBLING] ---> Olivia"
804,Anna is hitched to Michael. Their kid Laura had a bday yesterday. The internet connection failed several times.,"Anna ---> [SPOUSE] ---> Michael
Michael ---> [SPOUSE] ---> Anna
Anna ---> [CHILD] ---> Laura
Michael ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Anna
Laura ---> [PARENT] ---> Michael"
805,Jonathan is hitched to James. Their kid Sarah had a bday yesterday. The internet connection failed several times.,"Jonathan ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Sarah
James ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Jonathan
Sarah ---> [PARENT] ---> James"
806,Sophia is hitched to Olivia. Their kid Thomas had a bday yesterday. The team lost three consecutive matches.,"Sophia ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Thomas
Olivia ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Sophia
Thomas ---> [PARENT] ---> Olivia"
